Country,Ind Code,Average USD Growth
Australia,A,0.03506659574327954
Australia,B,0.00710451740867908
Australia,C,0.0369762827345254
Australia,D,0.003754356090328808
Australia,E,0.06370301004817103
Australia,F,0.04493327053150872
Australia,G,0.027291439759180254
Australia,H,0.06184740709987778
Australia,I,0.0038913411939713993
Australia,J,0.04464872101410529
Australia,K,0.02129748704287861
Austria,A,0.043627157932526514
Austria,B,-0.008597564316085838
Austria,C,0.04500039027315286
Austria,D,0.014944194641214999
Austria,E,8.124380761555493
Austria,F,0.05446223892327812
Austria,G,0.0449278168698289
Austria,H,0.026122088473863627
Austria,I,0.060959174208682035
Austria,J,0.05705565127861664
Austria,K,0.0638648442009148
Austria,L,0.02942838411296086
Belgium,A,0.0422548606973302
Belgium,B,-0.011986132421257296
Belgium,C,0.039520844269647915
Belgium,D,0.005214213736461994
Belgium,E,0.11313856538406432
Belgium,F,0.05205576307236168
Belgium,G,0.03488129154577147
Belgium,H,0.026767144741458533
Belgium,I,0.02871544672132761
Belgium,J,0.02020365489062489
Belgium,K,0.00819630098675859
Belgium,L,0.023858655339329855
Brazil,A,0.12546311920679892
Brazil,B,0.05317317617154512
Brazil,C,0.05929835884464549
Brazil,D,0.07162166660375355
Brazil,E,-0.0005468744708146153
Brazil,F,0.07836109652114444
Brazil,G,0.09396460491697674
Brazil,H,0.08028530809762252
Brazil,I,0.13126417036486693
Brazil,J,0.0615195934128422
Brazil,K,0.10002066185997613
Brazil,L,0.0603098041667176
Brunei Darussalam,A,0.07074879204636102
Brunei Darussalam,B,0.0459216643321546
Brunei Darussalam,C,0.06882238745293225
Brunei Darussalam,D,0.06021285013717767
Brunei Darussalam,E,0.08370939629084262
Brunei Darussalam,F,0.1327195104202733
Brunei Darussalam,G,0.07708458242225372
Brunei Darussalam,H,0.07969499155926758
Brunei Darussalam,I,0.07765378366131429
Brunei Darussalam,J,0.07474136652687982
Brunei Darussalam,K,0.07589223463632956
Bulgaria,A,0.10996555331949111
Bulgaria,B,0.09522638196946492
Bulgaria,C,0.1329435071867964
Bulgaria,D,0.142504765091276
Bulgaria,E,-0.1565265535142388
Bulgaria,F,0.08914913601991581
Bulgaria,G,0.17007475107525682
Bulgaria,H,0.14308491346996555
Bulgaria,I,0.11556536476158169
Bulgaria,J,0.14861122740392987
Bulgaria,K,0.1652089971695793
Bulgaria,L,0.1725493782842672
Cambodia,A,0.11883005336672382
Cambodia,B,0.10623696240201251
Cambodia,C,0.1067278122369995
Cambodia,D,0.1476249920537574
Cambodia,E,0.13803296977014834
Cambodia,F,0.13724303609728425
Cambodia,G,0.13789722664962295
Cambodia,H,0.11796666772251574
Cambodia,I,0.09674193232097449
Cambodia,J,0.1133216409763244
Cambodia,K,0.11579686116823258
Canada,A,0.03513154672173566
Canada,B,-0.045770764734734744
Canada,C,0.014861914251206889
Canada,D,-0.006693177413184333
Canada,E,0.12351081305275878
Canada,F,0.036067119057869336
Canada,G,0.021134848041127134
Canada,H,0.03897189150988015
Canada,I,0.029900158774224576
Canada,J,0.01574534678707781
Canada,K,-0.007497759666817729
Canada,L,-0.006610025763534078
Chile,A,0.08643335833626097
Chile,B,-0.007038500765432011
Chile,C,0.05280105588341285
Chile,D,0.06250047731116379
Chile,E,0.15494960380941458
Chile,F,0.065703957193434
Chile,G,0.2843544316524236
Chile,H,0.07380069603859739
Chile,I,0.09064153236673927
Chile,J,0.16870712822032563
Chile,K,0.18421804472673065
China,A,0.1265836729525511
China,B,0.11474564204101403
China,C,0.1483151219733837
China,D,0.1331031978159857
China,E,0.13259470715335875
China,F,0.14539434670923881
China,G,0.1398846530034438
China,H,0.16352343043092665
China,I,0.18078780653443974
China,J,0.13692468577274786
China,K,0.13285129960755349
Chinese Taipei,A,0.04204306064585509
Chinese Taipei,B,0.02089438312557517
Chinese Taipei,C,0.023250895303301006
Chinese Taipei,D,0.028113162720328592
Chinese Taipei,E,0.02130219684278226
Chinese Taipei,F,0.050010432370672944
Chinese Taipei,G,0.04814660109231279
Chinese Taipei,H,0.03714940001542533
Chinese Taipei,I,0.0397477665777835
Chinese Taipei,J,0.0448166912697348
Chinese Taipei,K,0.03749159760576675
Colombia,A,0.046406410855417295
Colombia,B,0.03365046399114269
Colombia,C,0.06427472054851274
Colombia,D,0.049202730256658715
Colombia,E,0.15503496984829904
Colombia,F,0.06851474392209979
Colombia,G,0.03987713796669442
Colombia,H,0.07735738028319672
Colombia,I,0.10276474515979328
Colombia,J,0.14373706384467866
Colombia,K,0.06753860240736108
Colombia,L,0.03557407841126892
Costa Rica,A,0.05735459685392811
Costa Rica,B,-0.03892436664114742
Costa Rica,C,0.11422090532614734
Costa Rica,D,0.04365395007235333
Costa Rica,E,1.2759126323000773
Costa Rica,F,0.04334748867659199
Costa Rica,G,0.02878212863576882
Costa Rica,H,0.06706328783109715
Costa Rica,I,0.10078134375356244
Costa Rica,J,0.042792749124099166
Costa Rica,K,0.032356840469533604
Costa Rica,L,0.14262700781593102
Croatia,A,0.05229668615743991
Croatia,B,0.021995955177967264
Croatia,C,0.07051286916451707
Croatia,D,0.04608987731812767
Croatia,E,0.03882921338732773
Croatia,F,0.0196799510371215
Croatia,G,0.07294271030500597
Croatia,H,0.05354877593225717
Croatia,I,0.05467714497636783
Croatia,J,0.07643395417544809
Croatia,K,0.026728575270706354
Croatia,L,0.062305460685107325
Cyprus,A,0.025874257079794974
Cyprus,B,-0.04953462721639595
Cyprus,C,0.03021339740596319
Cyprus,D,0.007715729568092978
Cyprus,E,0.09499648518093247
Cyprus,F,0.0753678627248698
Cyprus,G,0.03322863997847309
Cyprus,H,0.04041727043302808
Cyprus,I,0.07632570947340175
Cyprus,J,0.06406674128810298
Cyprus,K,0.027555410345366335
Cyprus,L,0.0015090549022773489
Czech Republic,A,0.05578142865865172
Czech Republic,B,0.029575995566327326
Czech Republic,C,0.08019826323615947
Czech Republic,D,0.06866162494908254
Czech Republic,E,-0.03397838581584638
Czech Republic,F,0.05912268526945836
Czech Republic,G,0.10644236132489335
Czech Republic,H,0.05022855807541268
Czech Republic,I,0.058157916686013805
Czech Republic,J,0.10428909724990289
Czech Republic,K,0.11906944171094658
Czech Republic,L,0.07794263993737917
Denmark,A,0.016928118646663777
Denmark,B,0.002083181232286525
Denmark,C,0.008950749602416121
Denmark,D,-0.01942698120145185
Denmark,E,-0.7453842623038874
Denmark,F,0.08707076100800697
Denmark,G,0.015035975082683013
Denmark,H,0.035286841253579754
Denmark,I,0.014290572607552997
Denmark,J,0.040743061371606965
Denmark,K,0.01578031019867362
Denmark,L,0.03840145047893922
Estonia,A,0.07236303965327304
Estonia,B,0.03736415898807202
Estonia,C,0.10968321308624783
Estonia,D,0.0974406011265946
Estonia,E,0.252890638995354
Estonia,F,0.10904284427750073
Estonia,G,0.1262112599026445
Estonia,H,0.11201996393373673
Estonia,I,0.3374636489481852
Estonia,J,0.13972888033498715
Estonia,K,0.13761147408509525
Estonia,L,0.08259500316272751
Finland,A,0.038912580622801736
Finland,B,-0.0017390973302286697
Finland,C,0.02643495755012283
Finland,D,-0.0009242153483197987
Finland,E,0.08473803155854287
Finland,F,0.06066263997535214
Finland,G,0.025119148476716795
Finland,H,0.03343439009415835
Finland,I,0.06835083959149528
Finland,J,0.02099222530938894
Finland,K,0.04617023002396779
Finland,L,-0.002661866667697071
France,A,0.03285822062401281
France,B,-0.002536383657066895
France,C,0.017026330777646814
France,D,0.008793328284928466
France,E,0.055137674036547055
France,F,0.03415589187454822
France,G,0.014473009744715418
France,H,0.02015412280571495
France,I,0.012264791689685646
France,J,0.013421565403152603
France,K,0.030972772985250023
France,L,0.0157923657320123
Germany,A,0.03141948540953274
Germany,B,0.009122437739499759
Germany,C,0.015435713178634902
Germany,D,0.009699597384571582
Germany,E,0.03739542868016842
Germany,F,0.04134738600771792
Germany,G,0.041010904653270064
Germany,H,0.025050036779443927
Germany,I,0.0419610195708472
Germany,J,0.045024808213224604
Germany,K,0.07242311023481414
Germany,L,0.040419169780387176
Greece,A,0.05116048671794092
Greece,B,-0.035155621909615783
Greece,C,-0.021252010449741614
Greece,D,-0.005007364061259166
Greece,E,0.07883016302748712
Greece,F,0.03793819981725926
Greece,G,0.05479275939780748
Greece,H,0.004099904201007106
Greece,I,0.044679432216279284
Greece,J,0.02018759866993442
Greece,K,0.0920516366189653
Greece,L,0.005466615251829948
Hong Kong,A,-0.03694717566587828
Hong Kong,B,-0.051295780525247345
Hong Kong,C,-0.03969743341746779
Hong Kong,D,-0.04712110905375435
Hong Kong,E,-0.02843125898604936
Hong Kong,F,-0.025703529952394492
Hong Kong,H,-0.032784856069820484
Hong Kong,I,0.07855236632540197
Hong Kong,J,-0.028895593405164233
Hong Kong,K,-0.009874571147973108
Hungary,A,0.05088195358604439
Hungary,B,0.0019173284280095929
Hungary,C,0.040532609780225076
Hungary,D,0.06490411088045558
Hungary,E,0.07538601300755221
Hungary,F,0.08372421821972804
Hungary,G,0.10900454833338828
Hungary,H,0.06199350095651433
Hungary,I,0.11196931281532271
Hungary,J,0.07818673652685863
Hungary,K,0.10995951501932527
Hungary,L,0.0828333819066249
Iceland,A,0.056357005781596844
Iceland,B,0.005540776546009269
Iceland,C,0.01984558383957901
Iceland,D,0.028715256608747235
Iceland,E,inf
Iceland,F,0.04495409755614058
Iceland,G,0.019239085497944643
Iceland,H,0.0938321776967855
Iceland,I,0.11234839603748892
Iceland,J,0.07693774729649291
Iceland,K,-0.010183954235600916
Iceland,L,0.06422386047865498
India,A,0.12647496025595906
India,B,0.10877669947127971
India,C,0.07794000107922765
India,D,0.10139211821517745
India,E,0.08781089332711829
India,F,0.11606208301605506
India,G,0.10153555223529906
India,H,0.106729603256984
India,I,0.07438385705374137
India,J,0.11578317426139072
India,K,0.12884689684765355
Indonesia,A,0.10407940370976669
Indonesia,B,0.09139952491022008
Indonesia,C,0.08312486148046183
Indonesia,D,0.10317564067077883
Indonesia,E,0.08215236286357336
Indonesia,F,0.10274619502377395
Indonesia,G,0.08051587190458358
Indonesia,H,0.09653426836744
Indonesia,I,0.08624879339538498
Indonesia,J,0.09409621403687221
Indonesia,K,0.09939612660670488
Ireland,A,0.07154611176460085
Ireland,B,-0.027813587675340572
Ireland,C,0.02847122062539488
Ireland,D,0.012447902801822527
Ireland,E,0.15833819558162676
Ireland,F,0.1429279489307756
Ireland,G,0.030649874696318177
Ireland,H,0.047670210411042566
Ireland,I,0.06672350210818398
Ireland,J,0.10629928038620276
Ireland,K,0.05210846319059362
Ireland,L,0.0801903860068754
Italy,A,0.03383095311958831
Italy,B,0.015022225657192363
Italy,C,0.001613714694116962
Italy,D,0.015943218134867456
Italy,E,-0.6376459143154611
Italy,F,0.03611992056178129
Italy,G,0.031630956917182346
Italy,H,0.010290555130371408
Italy,I,0.04336639047405799
Italy,J,0.039480570135299826
Italy,K,0.03488384670655719
Italy,L,0.02620042350646941
Japan,A,-0.00029290878390630937
Japan,B,-0.036127678249931267
Japan,C,-0.008657942821358202
Japan,D,-0.01820977312650119
Japan,E,0.005018249103224693
Japan,F,0.007388710337356256
Japan,G,0.011294288955850952
Japan,H,-0.010213766372056073
Japan,I,0.025818874368238803
Japan,J,-0.002060773420350764
Japan,K,0.013898635396166993
Japan,L,-0.007729528974198553
Kazakhstan,A,0.16909530018343896
Kazakhstan,B,0.15820452159125942
Kazakhstan,C,0.15040193843465188
Kazakhstan,D,0.14697819653066946
Kazakhstan,E,0.15290404489596687
Kazakhstan,F,0.19017302039996448
Kazakhstan,G,0.150848929562677
Kazakhstan,H,0.16237626366755803
Kazakhstan,I,0.14845546865926862
Kazakhstan,J,0.14994717130149157
Kazakhstan,K,0.2202496570760092
Korea,A,0.05417555791783117
Korea,B,0.017314793407453996
Korea,C,0.04683978841803647
Korea,D,0.042992303411890004
Korea,E,0.06982317086491113
Korea,F,0.0693938716824299
Korea,G,0.07556069631457969
Korea,H,0.04187929789252243
Korea,I,0.06623785661804191
Korea,J,0.08985689774569308
Korea,K,0.06408293185772797
Laos,A,0.12472562037971135
Laos,B,0.11781124552092997
Laos,C,0.1283293149463618
Laos,D,0.13137527224021395
Laos,E,0.13553274408789256
Laos,F,0.1364355094256876
Laos,G,0.1504070101524997
Laos,H,0.13561297734192804
Laos,I,0.1499026393480375
Laos,J,0.14121628493910893
Laos,K,0.17145639340083785
Malaysia,A,0.08707844536680603
Malaysia,B,0.06011569075094181
Malaysia,C,0.060264529835891305
Malaysia,D,0.059494366574657426
Malaysia,E,0.09366573964580713
Malaysia,F,0.09331374732626446
Malaysia,G,0.0970660590402866
Malaysia,H,0.09727016496691707
Malaysia,I,0.07962077306745112
Malaysia,J,0.061238452550401536
Malaysia,K,0.09330417249430843
Malta,A,0.034920189974958604
Malta,B,-0.07194371034287918
Malta,C,0.04738201900071368
Malta,D,0.04159194490180165
Malta,E,0.027777777777777776
Malta,F,0.0005405972999315001
Malta,G,0.04980737593833483
Malta,H,0.0460028420611481
Malta,I,0.07996437847384509
Malta,J,0.06657667208007884
Malta,K,0.07348822340808825
Malta,L,0.010537629761179815
Mexico,A,0.039678897582665004
Mexico,B,-0.006590830052811654
Mexico,C,0.0033514769857652116
Mexico,D,0.02864846276306612
Mexico,E,0.38015877139616233
Mexico,F,0.016859114974789386
Mexico,G,0.03815606873975005
Mexico,H,0.00926773840711079
Mexico,I,0.05368271689638702
Mexico,J,0.013615051593856984
Mexico,K,0.0692910416149281
Mexico,L,0.01657190907995887
Morocco,A,0.08380783720578128
Morocco,B,0.03837277587905583
Morocco,C,0.06183613135163547
Morocco,D,0.057453451163437995
Morocco,E,-3.992339545632724
Morocco,F,0.08512080010453364
Morocco,G,0.0192324584728726
Morocco,H,0.04675280223045187
Morocco,I,0.06386397575994003
Morocco,J,0.054417489745894485
Morocco,K,0.12110698538545675
Myanmar,A,0.14274659250136548
Myanmar,B,0.14724157857810125
Myanmar,C,0.1389059500966702
Myanmar,D,0.16358017760892493
Myanmar,E,0.17634848639433662
Myanmar,F,0.16565765591424048
Myanmar,G,0.16556914389631566
Myanmar,H,0.16533570828481392
Myanmar,I,0.15695256326647763
Myanmar,J,0.16260390934471403
Myanmar,K,0.15786339527963414
Netherlands,A,0.04309370544432524
Netherlands,B,0.014957274823459802
Netherlands,C,0.03192286792688756
Netherlands,D,0.008631709398719711
Netherlands,E,-0.2793370686652905
Netherlands,F,0.0497592118023621
Netherlands,G,0.0386412867250312
Netherlands,H,0.02751865212041653
Netherlands,I,0.04435999405976173
Netherlands,J,0.041601152836786774
Netherlands,K,0.04434325410278869
Netherlands,L,0.018490927467956213
New Zealand,A,0.07385015215286356
New Zealand,B,0.012583051823791281
New Zealand,C,0.056953645144049915
New Zealand,D,0.01964259239638643
New Zealand,E,0.09139857763083155
New Zealand,F,0.04790688237527945
New Zealand,G,0.07136094211475018
New Zealand,H,0.07768685977190054
New Zealand,I,0.057582923122619686
New Zealand,J,0.07661725191015657
New Zealand,K,0.07074598093438948
North Macedonia,A,0.08646607191841375
North Macedonia,B,0.10404542735302678
North Macedonia,C,0.1733021086113354
North Macedonia,D,0.07812770408521806
North Macedonia,E,0.19376311504436114
North Macedonia,F,0.20064319332016264
North Macedonia,G,0.1437475584642052
North Macedonia,H,0.11012603148210912
North Macedonia,I,0.7236702506476801
North Macedonia,J,0.20738957246534911
North Macedonia,K,0.37540154330485553
North Macedonia,L,0.11159516562130954
Norway,A,0.05026586153336968
Norway,B,0.03280531710946188
Norway,C,0.040042040010558166
Norway,D,-0.015057162866579099
Norway,E,0.035762625531992595
Norway,F,0.05465798947318075
Norway,G,0.034729059945063666
Norway,H,0.055271443127269275
Norway,I,0.047696148342663586
Norway,J,0.04457324858074733
Norway,K,0.014846995976743944
Norway,L,0.013400789811940384
Peru,A,0.08211365014407926
Peru,B,0.06170239287523042
Peru,C,0.05541683081600716
Peru,D,0.08709380740018238
Peru,E,0.11790923692411377
Peru,F,0.07990412266215513
Peru,G,0.08618890016353356
Peru,H,0.0961715278916353
Peru,I,0.05483092392379845
Peru,J,0.10947628878441101
Peru,K,0.13025746174265762
Philippines,A,0.09228955029920535
Philippines,B,0.05068175755156247
Philippines,C,0.0634616939875033
Philippines,D,0.06703737957105085
Philippines,E,0.07066779643027384
Philippines,F,0.06361188678301179
Philippines,G,0.06639472852151694
Philippines,H,0.0696906080616058
Philippines,I,0.06523818230324402
Philippines,J,0.057059449007302344
Philippines,K,0.07022844585787957
Poland,A,0.07009872347851423
Poland,B,0.03965133964993293
Poland,C,0.0774575886677005
Poland,D,0.0729328672056076
Poland,E,0.17328003801847713
Poland,F,0.07601780775177999
Poland,G,0.08931412609855181
Poland,H,0.07001694583202218
Poland,I,0.12058365566566016
Poland,J,0.08836016095608398
Poland,K,0.10423412286957628
Poland,L,0.08473185421841602
Portugal,A,0.048490870909615194
Portugal,B,0.023082276441182627
Portugal,C,0.02139642956332681
Portugal,D,0.01943231906244996
Portugal,E,0.23932230796600618
Portugal,F,0.037373346148539356
Portugal,G,0.0341182062860517
Portugal,H,0.01671253788459027
Portugal,I,0.05272623616890196
Portugal,J,0.03365692878960309
Portugal,K,0.03529744460011632
Portugal,L,0.04282715668232949
Romania,A,0.11043566438965491
Romania,B,0.1083106937957022
Romania,C,0.11354483477311066
Romania,D,0.11010516252752
Romania,E,0.6453839050489683
Romania,F,0.11405327046319587
Romania,G,0.18895384500555457
Romania,H,0.13093098566543626
Romania,I,0.1781693534070734
Romania,J,0.12840403452092009
Romania,K,0.20461532775469074
Romania,L,0.0953872148457299
Russian Federation,A,0.10036702847561879
Russian Federation,B,0.1038837128734767
Russian Federation,C,0.09328224276440975
Russian Federation,D,0.11693426258698418
Russian Federation,E,0.1046874947867656
Russian Federation,F,0.12795487434417016
Russian Federation,G,0.11735284115566394
Russian Federation,H,0.10432320660999925
Russian Federation,I,0.10948763795837572
Russian Federation,J,0.12176593140646326
Russian Federation,K,0.13756839893748474
Russian Federation,L,0.005534175218771864
Saudi Arabia,A,0.10884742485704917
Saudi Arabia,B,0.1008923620336194
Saudi Arabia,C,0.10038265005819803
Saudi Arabia,D,0.1013039319220225
Saudi Arabia,E,0.0989321231301345
Saudi Arabia,F,0.10700900288023592
Saudi Arabia,G,0.11074684111019945
Saudi Arabia,H,0.09539698589150208
Saudi Arabia,I,0.11596592506485728
Saudi Arabia,J,0.10508376613649832
Saudi Arabia,K,0.1160539265382847
Serbia,A,0.10745603209885518
Serbia,B,0.05518131296627678
Serbia,C,0.061786636756663106
Serbia,D,0.0838037640815536
Serbia,E,0.19866918496508193
Serbia,F,0.1871272095854615
Serbia,G,0.1138513425122737
Serbia,H,0.07408010321549859
Serbia,I,0.16734975899811666
Serbia,J,0.08813158904284629
Serbia,K,0.11085835190642998
Serbia,L,0.11226740230875373
Singapore,A,0.09550689904358542
Singapore,B,0.06327114623567343
Singapore,C,0.0851900150234862
Singapore,D,0.048489326258936434
Singapore,E,0.06835731896779246
Singapore,F,0.08219552453143732
Singapore,G,0.0598492650447332
Singapore,H,0.053537190002213214
Singapore,I,0.06317585077210512
Singapore,J,0.05697662372801001
Singapore,K,0.08555809592468296
Slovenia,A,0.03022015800866427
Slovenia,B,-0.006812995738248278
Slovenia,C,0.04711155416280784
Slovenia,D,0.030057223006635794
Slovenia,E,0.40078432987295504
Slovenia,F,0.07564407014046408
Slovenia,G,0.0789198777531425
Slovenia,H,0.048121940500653326
Slovenia,I,0.08708357665898543
Slovenia,J,0.06740174914531717
Slovenia,K,0.09706263014188093
Slovenia,L,0.052806268015485415
South Africa,A,0.07497546636896874
South Africa,B,0.024815690040873712
South Africa,C,0.082186404525391
South Africa,D,0.0390260500578532
South Africa,E,0.0527522869377206
South Africa,F,0.03561205578424584
South Africa,G,0.04288305873406765
South Africa,H,0.05754922791644184
South Africa,I,0.027997286059143995
South Africa,J,0.049419514724083596
South Africa,K,0.035101312078914454
Spain,A,0.0488767124994479
Spain,B,0.02899542432519437
Spain,C,0.008986458816984226
Spain,D,0.01976107072053154
Spain,E,0.09906179307158498
Spain,F,0.04274627994716771
Spain,G,0.03472952403809316
Spain,H,0.004497688137384869
Spain,I,0.02074045761365627
Spain,J,0.028108946960772263
Spain,K,0.040737987226562966
Spain,L,0.010971915871084061
Sweden,A,0.02632057446224427
Sweden,B,0.002158765587079639
Sweden,C,0.0420272864743169
Sweden,D,0.00528294428824349
Sweden,E,0.09103289652496528
Sweden,F,0.012915142884152686
Sweden,G,0.026701263490302787
Sweden,H,0.05066284721722213
Sweden,I,0.14754770291068275
Sweden,J,0.019686447086745378
Sweden,K,0.06477255764341716
Sweden,L,0.014134563047556547
Thailand,A,0.07931860396472135
Thailand,B,0.0674450006979202
Thailand,C,0.07299577263590046
Thailand,D,0.0697827847830832
Thailand,E,0.07280779769397666
Thailand,F,0.0846860695554355
Thailand,G,0.08850230052917414
Thailand,H,0.07111205192353728
Thailand,I,0.06783390085926588
Thailand,J,0.08270432458720256
Thailand,K,0.09451265378843361
Tunisia,A,0.03709754165899511
Tunisia,B,0.022366089131770336
Tunisia,C,0.02514083507934586
Tunisia,D,0.025298596611421975
Tunisia,E,0.24641972292214115
Tunisia,F,0.05383973531627323
Tunisia,G,0.04345038074630034
Tunisia,H,0.019589319503605405
Tunisia,I,0.04151169048521606
Tunisia,J,0.04121187261022427
Tunisia,K,0.062834589923327
United States,A,0.028773041521793417
United States,B,-0.03332158272462802
United States,C,0.022404839940899923
United States,D,-0.0021128970042365272
United States,E,0.11683163035216154
United States,F,0.03912341652767466
United States,G,0.013925615540846363
United States,H,0.01852534280177223
United States,I,0.0291698679617658
United States,J,0.018415797924885995
United States,K,0.02881621541454873
United States,L,0.01748049236897526
Viet Nam,A,0.12195136932095403
Viet Nam,B,0.15652913543111263
Viet Nam,C,0.10387803376836081
Viet Nam,D,0.1330785454826072
Viet Nam,E,0.13117541492339832
Viet Nam,F,0.14240868260209347
Viet Nam,G,0.14638942721248233
Viet Nam,H,0.12723208041536932
Viet Nam,I,0.1358461020446746
Viet Nam,J,0.14112442510419118
Viet Nam,K,0.1386726456354401
